loan_amnt,term,int_rate,grade,emp_title,emp_length,annual_inc,issue_d,loan_status,purpose,total_pymnt,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,flag
24000,36 months,7.02%,A,Professor,10+ years,165e3,Feb-2019,Current,debt_consolidation,2955.72,Jun-2019,741.27,Jul-2019,Jun-2019,1
2500,36 months,8.81%,A,AV Technician,10+ years,41e3,Feb-2019,Current,credit_card,315.9,Jun-2019,79.28,Jul-2019,Jun-2019,1
7000,36 months,8.19%,A,Sales Manager,6 years,65e3,Mar-2019,Current,debt_consolidation,656.73,Jun-2019,219.97,Jul-2019,Jun-2019,1
12000,60 months,13.56%,C,Measurer,7 years,6e4,Jan-2019,Current,credit_card,1364.37,Jun-2019,276.49,Jul-2019,Jun-2019,1
11000,36 months,8.19%,A,Aircrew Flight Equipment,10+ years,63e3,Mar-2019,Current,credit_card,1029.51,Jun-2019,345.67,Jul-2019,Jun-2019,1
10000,60 months,14.74%,C,NA,n/a,0,Mar-2019,Current,debt_consolidation,701.43,Jun-2019,236.54,Jul-2019,Jun-2019,1
32000,60 months,8.81%,A,Designer and Developer,< 1 year,8e4,Jan-2019,Current,debt_consolidation,3290.99,Jun-2019,661.33,Jul-2019,Jun-2019,1
7000,36 months,8.19%,A,NA,n/a,18e4,Mar-2019,Current,credit_card,656.73,Jun-2019,219.97,Jul-2019,Jun-2019,1
7500,36 months,7.02%,A,Director,8 years,11e4,Mar-2019,Current,other,689.1,Jun-2019,231.65,Jul-2019,Jun-2019,1
3500,36 months,10.33%,B,NA,n/a,10850,Feb-2019,Current,home_improvement,451.91,Jun-2019,113.48,Jul-2019,Jun-2019,1
34075,36 months,8.19%,A,Flight attendant,10+ years,2e5,Feb-2019,Current,debt_consolidation,4174.59,Jun-2019,1070.78,Jul-2019,Jun-2019,1
30000,60 months,13.90%,C,Account Executive,2 years,1e5,Mar-2019,Current,debt_consolidation,1346.67,Jun-2019,696.5,Jul-2019,Jun-2019,1
10000,36 months,16.40%,C,Care Provider,4 years,51500,Mar-2019,Current,credit_card,1051.54,Jun-2019,353.55,Jul-2019,Jun-2019,1
3600,36 months,16.14%,C,NA,< 1 year,24e4,Feb-2019,Current,house,504.05,Jun-2019,126.82,Jul-2019,Jun-2019,1
11000,36 months,11.02%,B,CSR,2 years,38e3,Mar-2019,Current,debt_consolidation,1073.99,Jun-2019,360.24,Jul-2019,Jun-2019,1
21000,36 months,11.80%,B,NA,n/a,4e4,Jan-2019,Current,debt_consolidation,3463.73,Jun-2019,695.5,Jul-2019,Jun-2019,1
23000,36 months,11.02%,B,Director,10+ years,14e4,Feb-2019,Current,debt_consolidation,2998.76,Jun-2019,753.21,Jul-2019,Jun-2019,1
20000,60 months,13.56%,C,Engineer Project Specialist,10+ years,5e4,Feb-2019,Current,debt_consolidation,1828.21,Jun-2019,460.82,Jul-2019,Jun-2019,1
15000,36 months,20.00%,D,Station Agent,10+ years,95e3,Feb-2019,Current,credit_card,1683.58,Jun-2019,557.46,Jul-2019,Jun-2019,1
21450,36 months,7.56%,A,Sr. UX Designer,1 year,13e4,Jan-2019,Current,debt_consolidation,3330.09,Jun-2019,667.82,Jul-2019,Jun-2019,1
7000,36 months,7.56%,A,Banker,5 years,32400,Mar-2019,Current,credit_card,650.88,Jun-2019,217.94,Jul-2019,Jun-2019,1
20000,60 months,25.34%,E,Accountant,2 years,52e3,Jan-2019,Current,debt_consolidation,2926.94,Jun-2019,591.02,Jul-2019,Jun-2019,1
8800,36 months,7.56%,A,Registered Nurse,5 years,12e4,Jan-2019,Current,car,1088.53,May-2019,273.98,Jul-2019,Jun-2019,1
21125,60 months,27.27%,E,Program Engineer,4 years,177e3,Jan-2019,Current,credit_card,3178.39,Jun-2019,648.48,Jul-2019,Jun-2019,1
15000,60 months,10.33%,B,Associate Manager,3 years,121e3,Feb-2019,Current,debt_consolidation,1267.38,Jun-2019,321.15,Jul-2019,Jun-2019,1
35000,60 months,17.97%,D,Driver,10+ years,155e3,Jan-2019,Current,credit_card,4371.12,Jun-2019,888.2,Jul-2019,Jun-2019,1
8000,36 months,8.19%,A,NA,n/a,34e3,Jan-2019,Current,debt_consolidation,1231.52,Jun-2019,251.4,Jul-2019,Jun-2019,1
15000,60 months,19.92%,D,Administration Manager,10+ years,64e3,Jan-2019,Current,debt_consolidation,1950.55,Jun-2019,396.75,Jul-2019,Jun-2019,1
40000,60 months,11.80%,B,ACCOUNTANT,1 year,73e3,Feb-2019,Fully Paid,house,40612.8371986114,Mar-2019,40665.28,NA,Jun-2019,1
8400,36 months,13.56%,C,Executive Chef,1 year,9e4,Jan-2019,Fully Paid,credit_card,8574.8236234874,Mar-2019,5295.84,NA,Jun-2019,1
13000,36 months,8.81%,A,General Manager,2 years,8e4,Feb-2019,Current,credit_card,1642.64,Jun-2019,412.25,Jul-2019,Feb-2019,1
17775,36 months,11.71%,B,Administrative Clerk,< 1 year,33280,Mar-2019,Current,credit_card,1740.66,Jun-2019,587.93,Jul-2019,Jun-2019,1
6575,36 months,27.27%,E,Director,6 years,35e3,Jan-2019,Current,debt_consolidation,1326.98,Jun-2019,269.38,Jul-2019,Jun-2019,1
15500,60 months,16.14%,C,Operator 3,10+ years,66e3,Feb-2019,Current,debt_consolidation,16436.1714411538,May-2019,15378.34,Jun-2019,Jan-2019,1
20000,60 months,17.97%,D,Sr. Analysts,4 years,41e3,Feb-2019,Current,home_improvement,1532.64,Jun-2019,507.55,Jul-2019,Jun-2019,1
17000,36 months,10.72%,B,RN,2 years,8e4,Feb-2019,Current,credit_card,2267.87,Jun-2019,554.31,Jul-2019,Jun-2019,1
25000,60 months,13.90%,C,Social worker,9 years,33e3,Mar-2019,Current,credit_card,1721.95,Jun-2019,580.42,Jul-2019,Jun-2019,1
7000,36 months,13.90%,C,receptionist,1 year,28e3,Mar-2019,Current,debt_consolidation,711.32,Jun-2019,238.91,Jul-2019,Jun-2019,1
15000,36 months,10.72%,B,Project coordinator,< 1 year,7e4,Jan-2019,Current,debt_consolidation,2441.04,Jun-2019,489.1,Jul-2019,Jun-2019,1
24000,60 months,11.80%,B,Lead Personnel security specialist,7 years,145e3,Jan-2019,Current,home_improvement,2625.78,Jun-2019,531.45,Jul-2019,Jun-2019,1
13000,36 months,12.98%,B,Assistant Principal,4 years,78200,Jan-2019,Current,credit_card,2170.75,Jun-2019,437.9,Jul-2019,Jun-2019,1
30000,36 months,8.19%,A,Director,10+ years,225e3,Jan-2019,Current,credit_card,4686.35,Jun-2019,942.73,Jul-2019,Jun-2019,1
10000,60 months,22.35%,D,Forklit driver,3 years,38700,Feb-2019,Current,debt_consolidation,1087.93,Jun-2019,278.19,Jul-2019,Jun-2019,1
8000,36 months,12.98%,B,NA,n/a,55e3,Jan-2019,Current,debt_consolidation,1341.63,Jun-2019,269.48,Jul-2019,Jun-2019,1
6600,36 months,10.72%,B,Salesman/Delivery Driver,3 years,3e4,Jan-2019,Current,debt_consolidation,1087.85,Jun-2019,215.21,Jul-2019,Jun-2019,1
20000,60 months,28.80%,D,OFFICE MANAGER,10+ years,9e4,Mar-2019,Current,debt_consolidation,1865.23,Jun-2019,632.41,Jul-2019,Jun-2019,1
8000,36 months,13.56%,C,NA,< 1 year,172e3,Jan-2019,Current,debt_consolidation,1352.57,Jun-2019,271.72,Jul-2019,Jun-2019,1
10000,36 months,17.97%,D,office manager,10+ years,55e3,Feb-2019,Current,major_purchase,1425.55,Jun-2019,361.38,Jul-2019,Jun-2019,1
12000,60 months,17.97%,D,Forklift,1 year,65e3,Jan-2019,Current,debt_consolidation,1498.69,Jun-2019,304.53,Jul-2019,Jun-2019,1
14025,60 months,28.80%,D,SENIOR CONSULTANT,10+ years,6e4,Mar-2019,Current,debt_consolidation,1308,Jun-2019,443.48,Jul-2019,Jun-2019,1
6300,36 months,23.40%,E,Clerk,6 years,18200,Jan-2019,Late (31-120 days),debt_consolidation,529.95,Mar-2019,245.19,Jul-2019,Jun-2019,0
8500,36 months,14.47%,C,License practical nurse,10+ years,7e4,Jan-2019,Fully Paid,debt_consolidation,8735.4866650325,Mar-2019,8439.61,NA,Jan-2019,1
35000,36 months,16.91%,C,NA,< 1 year,8e4,Jan-2019,Current,debt_consolidation,5149.53,Jun-2019,1246.28,Jul-2019,Jun-2019,1
40000,60 months,10.72%,B,Bus Driver,4 years,45e3,Feb-2019,Current,credit_card,3408.88,Jun-2019,864.13,Jul-2019,Jun-2019,1
16000,36 months,10.33%,B,NA,< 1 year,9e4,Mar-2019,Current,credit_card,1547.1,Jun-2019,518.76,Jul-2019,Jun-2019,1
17000,60 months,14.47%,C,Truck Driver,6 years,65e3,Jan-2019,Current,debt_consolidation,1984.93,Jun-2019,399.72,Jul-2019,Jun-2019,1
30000,36 months,6.46%,A,Senior Systems Analyst - ECM Administrat,2 years,135e3,Feb-2019,Current,debt_consolidation,3664.95,Jun-2019,918.93,Jul-2019,Jun-2019,1
20000,60 months,8.19%,A,packer/packing,10+ years,45e3,Feb-2019,Current,other,1606.65,Jun-2019,407.35,Jul-2019,Jun-2019,1
37000,36 months,13.56%,C,Educational Assistant,< 1 year,1e4,Feb-2019,Current,credit_card,4984.91,Jun-2019,1256.68,Jul-2019,Jun-2019,1
5600,36 months,8.81%,A,Fleet Manager,10+ years,67185,Mar-2019,Current,credit_card,537.26,Jun-2019,180,Jul-2019,Jun-2019,1
8000,36 months,16.14%,C,highway maintenance worker,6 years,54700,Feb-2019,Current,debt_consolidation,1112.89,Jun-2019,281.81,Jul-2019,Jun-2019,1
15000,60 months,13.56%,C,CIT Coordinator,10+ years,46e3,Jan-2019,Current,debt_consolidation,1371.18,May-2019,345.62,Jul-2019,Jun-2019,1
35000,60 months,18.94%,D,NA,< 1 year,3e5,Feb-2019,Current,small_business,3553.42,Jun-2019,906.77,Jul-2019,Jun-2019,1
25000,36 months,10.72%,B,head electrician,10+ years,115e3,Feb-2019,Current,debt_consolidation,3230.86,Jun-2019,815.16,Jul-2019,Jun-2019,1
10000,36 months,10.33%,B,NA,< 1 year,75e3,Mar-2019,Current,other,961.21,Jun-2019,324.23,Jul-2019,Jun-2019,1
35000,36 months,12.40%,B,Personal Assistant,6 years,97500,Mar-2019,Current,debt_consolidation,3483.49,Jun-2019,1169.2,Jul-2019,Jun-2019,1
13200,36 months,7.02%,A,NA,< 1 year,51e3,Mar-2019,Current,credit_card,1212.8,Jun-2019,407.7,Jul-2019,Jun-2019,1
21600,36 months,8.19%,A,Sr Network Engineer,3 years,129e3,Jan-2019,Current,debt_consolidation,3369.28,Jun-2019,678.77,Jul-2019,Jun-2019,1
12000,36 months,6.46%,A,Registered Nurse,< 1 year,16e4,Feb-2019,Current,credit_card,1465.97,Jun-2019,367.57,Jul-2019,Jun-2019,1
20000,60 months,12.40%,B,NA,< 1 year,9e4,Mar-2019,Current,credit_card,1333.07,Jun-2019,448.95,Jul-2019,Jun-2019,1
25000,60 months,8.19%,A,NA,n/a,29600,Mar-2019,Current,debt_consolidation,1504.82,Jun-2019,509.19,Jul-2019,Jun-2019,1
10000,36 months,8.19%,A,Customer Advisor,1 year,12e4,Feb-2019,Current,credit_card,1218.33,May-2019,314.25,Jul-2019,Jun-2019,1
18000,36 months,10.33%,B,Human Resources - Payroll,10+ years,85e3,Mar-2019,Current,debt_consolidation,1156.89,May-2019,583.61,Jul-2019,Jun-2019,1
35000,60 months,10.72%,B,Operations Manager,2 years,107e3,Jan-2019,Current,debt_consolidation,3759.71,Jun-2019,756.11,Jul-2019,Jun-2019,1
7000,36 months,11.31%,B,Auto collision tech,6 years,77e3,Jan-2019,Current,credit_card,1142.25,Jun-2019,230.21,Jul-2019,Jun-2019,1
15000,60 months,11.80%,B,NA,< 1 year,25e3,Jan-2019,Current,debt_consolidation,1670.64,Jun-2019,332.16,Jul-2019,Jun-2019,1
9000,36 months,23.40%,E,Knowledge Operations Manager,3 years,39768,Feb-2019,Current,debt_consolidation,1365.98,Jun-2019,350.27,Jul-2019,Jun-2019,1
24000,36 months,11.31%,B,Principal storekeeper,10+ years,58856,Jan-2019,Current,debt_consolidation,3931.22,Jun-2019,789.26,Jul-2019,Jun-2019,1
33425,60 months,13.90%,C,Athletic Trainer,10+ years,6e4,Mar-2019,Current,debt_consolidation,1526.21,May-2019,776.01,Jul-2019,Jun-2019,1
15000,36 months,10.72%,B,Storeroom Supervisor,7 years,1e5,Jan-2019,Fully Paid,credit_card,15375.0165009034,Mar-2019,14894.85,NA,Apr-2019,1
10000,36 months,13.08%,B,Sales,1 year,6e4,Mar-2019,Current,debt_consolidation,1294.82,Jun-2019,337.33,Jul-2019,Jun-2019,1
4050,36 months,14.47%,C,Victim Advocate,4 years,48e3,Feb-2019,Current,credit_card,560.66,Jun-2019,139.35,Jul-2019,Jun-2019,1
29975,60 months,12.98%,B,NA,n/a,72e3,Jan-2019,Fully Paid,debt_consolidation,31596.3333374274,Jun-2019,28891.07,NA,Jun-2019,1
40000,36 months,8.81%,A,General Manager,1 year,252e3,Jan-2019,Current,credit_card,5054.26,Jun-2019,1268.46,Jul-2019,Jun-2019,1
36000,60 months,10.33%,B,Program Director,4 years,205e3,Mar-2019,Current,debt_consolidation,2270.96,Jun-2019,770.76,Jul-2019,Jun-2019,1
8000,36 months,16.91%,C,Sales,3 years,14e4,Feb-2019,Current,car,1131.96,Jun-2019,284.87,Jul-2019,Jun-2019,1
25000,36 months,7.02%,A,Solutions Engineer,1 year,12e4,Feb-2019,Current,other,3078.89,Jun-2019,772.16,Jul-2019,Jun-2019,1
35000,60 months,12.98%,B,teacher,9 years,102e3,Feb-2019,Current,debt_consolidation,3221.86,Jun-2019,796,Jul-2019,Jun-2019,1
32000,36 months,8.81%,A,Technical Services,3 years,97e3,Mar-2019,Current,debt_consolidation,3012.99,Jun-2019,1014.77,Jul-2019,Jun-2019,1
17000,60 months,10.72%,B,nurse,9 years,17e4,Jan-2019,Current,home_improvement,2889.05,Jun-2019,467.26,Jul-2019,Jun-2019,1
12500,36 months,11.71%,B,Operations Lead,5 years,33e3,Mar-2019,Current,debt_consolidation,1232.22,Jun-2019,413.45,Jul-2019,Jun-2019,1
9600,36 months,8.19%,A,Assisnt United States Attorney,10+ years,164e3,Jan-2019,Current,debt_consolidation,1532.43,Jun-2019,301.68,Jul-2019,Jun-2019,1
20000,36 months,6.46%,A,Accounting Manager,5 years,52e3,Jan-2019,Current,credit_card,3055.92,Jun-2019,612.62,Jul-2019,Jun-2019,1
1200,36 months,11.80%,B,Paving mechanic,3 years,7e4,Feb-2019,Fully Paid,vacation,1211.7783438894,Mar-2019,1212.57,NA,Mar-2019,1
11000,36 months,16.40%,C,Customer Service,3 years,34e3,Mar-2019,Current,debt_consolidation,1156.71,Jun-2019,388.91,Jul-2019,Jun-2019,1
40000,60 months,8.19%,A,Senior Consultant,< 1 year,165e3,Mar-2019,Current,other,2407.7,Jun-2019,814.7,Jul-2019,Jun-2019,1
10000,36 months,12.98%,B,Teacher,3 years,51e3,Feb-2019,Current,debt_consolidation,1340.19,Jun-2019,336.85,Jul-2019,Jun-2019,1
40000,60 months,15.57%,C,Executive Assistant,10+ years,5e4,Mar-2019,Current,debt_consolidation,2821.63,Jun-2019,963.61,Jul-2019,Jun-2019,1
27750,36 months,20.89%,D,Residence manager,2 years,1e5,Feb-2019,Current,house,4143.47,Jun-2019,1043.92,Jul-2019,Jun-2019,1
18000,36 months,17.97%,D,Machinist,2 years,42e3,Feb-2019,Current,debt_consolidation,2637.86,Jun-2019,650.48,Jul-2019,Jun-2019,1
36000,36 months,8.19%,A,CIO,8 years,175e3,Mar-2019,Current,debt_consolidation,3377.43,Jun-2019,1131.27,Jul-2019,Jun-2019,1
12000,36 months,11.80%,B,NA,n/a,75e3,Feb-2019,Current,debt_consolidation,1570.05,Jun-2019,397.43,Jul-2019,Jun-2019,1
13000,36 months,12.40%,B,driver,4 years,54e3,Mar-2019,Current,debt_consolidation,1293.88,Jun-2019,434.28,Jul-2019,Jun-2019,1
40000,36 months,14.74%,C,NIA Coordinator,10+ years,82e3,Feb-2019,Current,home_improvement,5460.61,Jun-2019,1381.53,Jul-2019,Jun-2019,1
35000,60 months,13.08%,B,Security Officer Senior,7 years,82e3,Feb-2019,Current,debt_consolidation,3165.77,Jun-2019,797.8,Jul-2019,Jun-2019,1
11200,36 months,16.40%,C,Service Manager,< 1 year,69e3,Mar-2019,Current,debt_consolidation,1177.74,Jun-2019,395.98,Jul-2019,Jun-2019,1
6000,36 months,16.40%,C,NA,n/a,50400,Feb-2019,Current,home_improvement,894.53,Jun-2019,300,Jul-2019,Jun-2019,1
5000,36 months,7.56%,A,LPN,6 years,4e4,Jan-2019,Current,home_improvement,618.48,May-2019,155.67,Jul-2019,Jun-2019,1
35000,60 months,20.00%,D,NA,< 1 year,12e4,Feb-2019,Current,small_business,3670.27,Jun-2019,927.29,Jul-2019,Jun-2019,1
24000,36 months,7.02%,A,Training manager,7 years,139144,Mar-2019,Current,debt_consolidation,2214.45,Jun-2019,741.27,Jul-2019,Jun-2019,1
12000,36 months,8.19%,A,engineer,2 years,16e4,Feb-2019,Current,credit_card,1502.9,Jun-2019,377.09,Jul-2019,Jun-2019,1
6000,36 months,15.02%,C,Escrow specialist iii,1 year,26400,Jan-2019,Current,other,1030.29,Jun-2019,208.06,Jul-2019,Jun-2019,1
14000,60 months,8.19%,A,Manager,10+ years,5e4,Jan-2019,Current,credit_card,1419.38,Jun-2019,285.15,Jul-2019,Jun-2019,1
5500,36 months,8.81%,A,Project Coordinator,< 1 year,6e4,Mar-2019,Current,debt_consolidation,524.61,Jun-2019,174.42,Jul-2019,Jun-2019,1
4000,36 months,8.19%,A,Contract Manager,6 years,61500,Mar-2019,Current,credit_card,247.76,May-2019,125.7,Jul-2019,Jun-2019,1
2000,36 months,8.19%,A,contructor,6 years,46e3,Jan-2019,Current,debt_consolidation,313.34,Jun-2019,62.85,Jul-2019,Jun-2019,1
13200,36 months,6.46%,A,Patent Attorney Manager,10+ years,303e3,Mar-2019,Current,debt_consolidation,13403.048031246,Jun-2019,12599.13,Jul-2019,Jun-2019,1
2500,36 months,11.31%,B,NA,< 1 year,5e4,Feb-2019,Current,debt_consolidation,325.74,Jun-2019,82.22,Jul-2019,Jun-2019,1
16000,60 months,18.94%,D,Teacher,10+ years,62e3,Feb-2019,Current,debt_consolidation,1658.12,Jun-2019,414.53,Jul-2019,Jun-2019,1
12000,60 months,11.80%,B,Senior Consultant,2 years,127e3,Jan-2019,Current,credit_card,1320.78,Jun-2019,265.73,Jul-2019,Jun-2019,1
33650,36 months,19.92%,D,nures,10+ years,5e4,Jan-2019,Current,debt_consolidation,6208.71,Jun-2019,1249.19,Jul-2019,Jun-2019,1
25000,60 months,10.33%,B,NA,< 1 year,5e4,Mar-2019,Current,debt_consolidation,1056.15,Jun-2019,535.25,Jul-2019,Jun-2019,1
11200,36 months,8.19%,A,General Manager,2 years,25e4,Jan-2019,Current,debt_consolidation,1747.01,Jun-2019,351.95,Jul-2019,Jun-2019,1
6000,36 months,28.80%,D,Information Manager,10+ years,82500,Mar-2019,Current,credit_card,742.77,Jun-2019,250.79,Jul-2019,Jun-2019,1
11000,60 months,8.19%,A,IT Manager,6 years,45e3,Feb-2019,Current,credit_card,863.68,Jun-2019,224.05,Jul-2019,Jun-2019,1
35000,60 months,17.19%,C,Bakery clerk,< 1 year,22e3,Mar-2019,Current,debt_consolidation,2586.84,Jun-2019,873.42,Jul-2019,Jun-2019,1
3025,36 months,14.47%,C,Operations Coach,3 years,51e3,Jan-2019,Current,debt_consolidation,515.54,Jun-2019,104.08,Jul-2019,Jun-2019,1
10000,36 months,6.46%,A,Manager of Function Space,9 years,90500,Feb-2019,Current,credit_card,1218.06,Jun-2019,306.31,Jul-2019,Jun-2019,1
25000,36 months,15.02%,C,RN Clinical Liason,5 years,15e4,Jan-2019,Current,credit_card,4313.54,Jun-2019,866.88,Jul-2019,Jun-2019,1
10000,36 months,11.71%,B,NA,n/a,21240,Feb-2019,Current,debt_consolidation,1316.53,Jun-2019,330.76,Jul-2019,Jun-2019,1
10000,60 months,20.89%,D,NA,n/a,55e3,Feb-2019,Current,debt_consolidation,1068.07,Jun-2019,269.92,Jul-2019,Jun-2019,1
17375,60 months,20.89%,D,Director of ITS,10+ years,145600,Feb-2019,Current,debt_consolidation,1825.51,Jun-2019,468.98,Jul-2019,Jun-2019,1
28000,36 months,6.46%,A,Sales Pro,5 years,85e3,Jan-2019,Current,credit_card,28758.48,Jun-2019,25347.9,Jul-2019,Jun-2019,1
15000,36 months,16.40%,C,Sales Manager,5 years,125e3,Mar-2019,Current,debt_consolidation,1563.66,Jun-2019,530.33,Jul-2019,Jun-2019,1
4000,36 months,12.40%,B,Computer Technician,10+ years,46800,Mar-2019,Current,debt_consolidation,398.13,Jun-2019,133.63,Jul-2019,Jun-2019,1
32000,36 months,6.46%,A,Senior Developer Consultant,2 years,1e5,Jan-2019,Current,debt_consolidation,4889.47,Jun-2019,980.19,Jul-2019,Jun-2019,1
27500,60 months,14.74%,C,Contract Manager,4 years,192e3,Mar-2019,Current,credit_card,1928.92,Jun-2019,650.48,Jul-2019,Jun-2019,1
25000,36 months,11.31%,B,NA,< 1 year,316e3,Jan-2019,Current,credit_card,4095.04,Jun-2019,822.15,Jul-2019,Jun-2019,1
6000,36 months,8.19%,A,Payroll Specialist,10+ years,65e3,Feb-2019,Current,home_improvement,748.74,Jun-2019,188.55,Jul-2019,Jun-2019,1
12000,36 months,7.56%,A,NA,n/a,8e4,Mar-2019,Current,house,1115.79,Jun-2019,373.61,Jul-2019,Jun-2019,1
14000,60 months,12.40%,B,operator,10+ years,1e5,Mar-2019,Current,debt_consolidation,923.49,Jun-2019,314.26,Jul-2019,Jun-2019,1
15000,60 months,13.90%,C,loan officer,3 years,72e3,Feb-2019,Current,debt_consolidation,1381.42,Jun-2019,348.25,Jul-2019,Jun-2019,1
24000,36 months,7.02%,A,Brand Ambassador,4 years,5e4,Jan-2019,Current,credit_card,3687.63,Jun-2019,741.27,Jul-2019,Jun-2019,1
6500,36 months,13.56%,C,NA,< 1 year,4e4,Feb-2019,Current,credit_card,878.18,Jun-2019,220.77,Jul-2019,Jun-2019,1
12000,36 months,6.46%,A,Bookkeeper,5 years,34670,Feb-2019,Current,debt_consolidation,1465.97,Jun-2019,367.57,Jul-2019,Jun-2019,1
33100,60 months,20.89%,D,sales,4 years,75e3,Jan-2019,Current,debt_consolidation,4371.06,Jun-2019,893.42,Jul-2019,Jun-2019,1
13000,36 months,11.02%,B,Nanny,9 years,6e4,Mar-2019,Current,moving,11261.27,Jun-2019,425.73,Jul-2019,Jun-2019,1
10000,36 months,14.74%,C,Partner,4 years,22e4,Feb-2019,Current,other,1373.37,Jun-2019,345.39,Jul-2019,Jun-2019,1
20000,36 months,11.31%,B,Golf course laboror,1 year,79200,Feb-2019,Current,debt_consolidation,2618.31,Jun-2019,657.72,Jul-2019,Jun-2019,1
6000,36 months,7.02%,A,Dental Hygie,< 1 year,65e3,Mar-2019,Current,credit_card,553.62,Jun-2019,185.32,Jul-2019,Jun-2019,1
4500,36 months,17.19%,C,sales rep,5 years,44e3,Mar-2019,Current,other,478.31,Jun-2019,160.87,Jul-2019,Jun-2019,1
10000,36 months,7.56%,A,Sales,10+ years,8e4,Feb-2019,Fully Paid,credit_card,10194.5714014846,May-2019,9580.29,NA,May-2019,1
21000,60 months,10.33%,B,1st Grade Teacher,6 years,34e3,Mar-2019,Current,major_purchase,1336.78,Jun-2019,449.61,Jul-2019,Jun-2019,1
13500,60 months,11.80%,B,Production Associate,2 years,27e3,Mar-2019,Current,credit_card,887.97,Jun-2019,298.94,Jul-2019,Jun-2019,1
10000,36 months,11.80%,B,Salesman,6 years,6e4,Jan-2019,Current,debt_consolidation,1649.39,Jun-2019,331.19,Jul-2019,Dec-2018,1
35000,36 months,7.02%,A,NA,< 1 year,144e3,Feb-2019,Current,debt_consolidation,4330.91,Jun-2019,1081.02,Jul-2019,Jun-2019,1
30000,36 months,17.19%,C,HR Manager,10+ years,74e3,Mar-2019,Current,debt_consolidation,2116.21,May-2019,1072.43,Jul-2019,Jun-2019,1
2500,36 months,11.80%,B,Retail Store Manager,5 years,5e4,Feb-2019,Fully Paid,debt_consolidation,2586.41282773,Jun-2019,82.29,NA,Jun-2019,1
20000,36 months,6.46%,A,NA,n/a,88e3,Mar-2019,Current,debt_consolidation,1823.5,Jun-2019,612.62,Jul-2019,Jun-2019,1
25000,60 months,8.19%,A,Electrical Engineer,10+ years,11e4,Feb-2019,Current,debt_consolidation,2025.38,Jun-2019,509.19,Jul-2019,Jun-2019,1
5000,36 months,13.56%,C,Shift Supervisor,6 years,22494,Feb-2019,Current,debt_consolidation,671.79,Jun-2019,169.83,Jul-2019,Jun-2019,1
7000,36 months,7.02%,A,Loader,3 years,75e3,Mar-2019,Current,other,645.9,Jun-2019,216.21,Jul-2019,Jun-2019,1
5500,36 months,8.81%,A,Correction officer,10+ years,7e4,Feb-2019,Current,credit_card,694.99,Jun-2019,174.42,Jul-2019,Jun-2019,1
30000,60 months,10.33%,B,Director,7 years,7e4,Mar-2019,Current,credit_card,1892.47,Jun-2019,642.3,Jul-2019,Jun-2019,1
12000,36 months,16.14%,C,Operation Specialist,5 years,61e3,Jan-2019,Fully Paid,debt_consolidation,12489.4288815436,Apr-2019,11708.55,NA,May-2019,1
10000,60 months,12.98%,B,Claims Specialist II,8 years,78e3,Jan-2019,Current,credit_card,1129.94,Jun-2019,227.43,Jul-2019,Jun-2019,1
10000,36 months,7.56%,A,Nursing Assistant,2 years,45e3,Mar-2019,Current,debt_consolidation,929.82,Jun-2019,311.34,Jul-2019,Jun-2019,1
16000,36 months,8.19%,A,Professor,6 years,11e4,Jan-2019,Current,credit_card,2506.67,Jun-2019,502.79,Jul-2019,Jun-2019,1
2000,36 months,10.33%,B,NA,n/a,15e3,Jan-2019,Current,debt_consolidation,321.38,Jun-2019,64.85,Jul-2019,Jun-2019,1
15000,60 months,12.98%,B,"Director, Technical Solutions",9 years,109e3,Jan-2019,Current,debt_consolidation,1678.71,Jun-2019,341.15,Jul-2019,Jun-2019,1
8000,36 months,11.71%,B,Senior Manager,10+ years,132e3,Mar-2019,Current,debt_consolidation,791.24,Jun-2019,264.61,Jul-2019,Jun-2019,1
25000,36 months,24.37%,E,Locomotive Engineer,10+ years,141328,Feb-2019,Current,other,3908.91,Jun-2019,985.69,Jul-2019,Feb-2019,1
10000,60 months,17.97%,D,SCHOOL TEACHER,10+ years,62300,Mar-2019,Current,debt_consolidation,751.36,Jun-2019,253.78,Jul-2019,Jun-2019,1
13000,60 months,12.98%,B,Dental Assistant,10+ years,5e4,Jan-2019,Current,debt_consolidation,1468.93,Jun-2019,295.66,Jul-2019,Jun-2019,1
10000,36 months,8.81%,A,NA,< 1 year,75e3,Mar-2019,Current,medical,946.47,Jun-2019,317.12,Jul-2019,Jun-2019,1
10000,36 months,7.56%,A,Boatswain's mate,10+ years,6e4,Feb-2019,Current,debt_consolidation,1241.16,Jun-2019,311.34,Jul-2019,Jun-2019,1
15000,36 months,7.02%,A,Drafting supervisor,10+ years,1e5,Feb-2019,Current,home_improvement,1856.13,Jun-2019,463.3,Jul-2019,Jun-2019,1
30000,60 months,14.47%,C,RPA Business Support & Risk Consultant,< 1 year,151500,Jan-2019,Current,debt_consolidation,2797.4,May-2019,705.38,Jul-2019,Jun-2019,1
20000,60 months,15.02%,C,Glazier,10+ years,65e3,Feb-2019,Current,debt_consolidation,1887.35,Jun-2019,476.01,Jul-2019,Jun-2019,1
3200,36 months,7.56%,A,Probation Officer,5 years,37e3,Jan-2019,Fully Paid,debt_consolidation,3278.561067753,May-2019,2982.36,NA,Jun-2019,1
